m1,m2,m3,m4,m5
0.0,-0.7829898191390197,0.0,0.0,0.5678235526736038
0.5431833316680866,-0.38492809913381026,-0.6757704690665574,-0.5461177711937121,-0.8881010565793094
0.39587719070946886,0.0,-0.5855422083008698,0.0,0.0
0.0,-1.24115131828055,-0.2974843436378877,0.2077234462950086,-0.5115801191679556
0.0,0.0,-0.4593007391525009,0.0,-0.565845521259437
0.0,-0.1772739147004549,0.0,0.0,0.0
-0.07105419167006903,0.0,0.0,0.0,0.0
0.8172851778804383,0.0,0.0,0.0,0.0
0.0,-0.02011883242832392,-0.687115148795937,-0.19258487559147366,-0.3862388908880392
0.3696072574541792,0.0,0.0,0.0,-1.1283620274195623
-0.06253771005535125,-1.3078941122300805,0.0,-0.38250691963593564,-0.3404469335891562
0.0,-0.26437362804109377,0.0,-0.04459321416381583,0.0
0.0,0.0,0.0,0.0,0.0
0.2082540460248186,-0.5627691498766212,-0.05265849944783335,0.0,0.0
0.0,-0.09013463377098224,0.0,0.0,-0.0263936838277887
-0.3475909122286194,-0.5587826735412504,0.0,-0.1668870480174708,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,-1.1523994783041438,0.0,0.0,-1.7318879180910884
0.0,0.0,0.0,0.0,0.0
0.2231702826362027,-0.012993640174383841,0.0,0.0,0.9545451333885813
0.0,0.0,0.0,0.0,0.0
-0.4502145141584043,-0.4800551382887244,-0.9022444455379639,0.0,-0.034677289378056614
0.0,-1.1029420655013014,-0.4921713871670744,0.5263756909381507,0.0
-0.14525696385601333,-0.24563920201786021,-0.3877414057206166,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,-1.1367624245093078,0.0,0.0,0.0
0.0,-0.017568942489857457,0.0,-0.8606298367836749,0.05617220694154564
0.7963463041394954,0.0,0.12974688215560962,0.46157911633533744,0.8066697121065897
0.5450891999247239,0.0,0.0,0.0,0.0
0.3239817616664501,-0.012571890649744788,0.0,0.1841088040563413,0.46240886449504276
-0.3765195210763162,0.0,-0.986882983485732,-0.19605859226355302,-0.4565993239043377
0.0,0.0,0.13675998568961162,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42033348851059754,0.0,0.0
0.0,0.0,-0.07009585277754378,0.0,0.0
0.0,-0.3497121856199402,-0.3189502057494172,0.0,0.0
0.0,-0.1609374165994537,0.0,0.0,0.0
0.0,0.0,-0.44387331961392745,0.7050097215098772,0.0
0.0,-0.7215299615720213,0.0,0.0,0.0
-0.0534283138690789,0.0,0.0,0.0,0.0
0.0,0.0,-0.43753951865692026,-0.3296603837078339,0.0
-0.16890819747594177,-0.7915820676930931,-0.5087384547443364,0.0,-0.5817822451947106
0.0,0.0,-0.6246127086757893,0.0,0.902141656654691
0.0,0.0,0.0,0.0,0.0
0.9794084893758261,0.0,0.0,0.0,0.12203979092695089
0.0,0.0,0.0,0.0,0.0
0.0,-0.48338048109882603,0.0,0.0,0.0
